Date,max_temp,min_temp,grass_temp,max_humid,min_humid,rainfall,sunshine,UV
2004/10/6,28.7,22.6,20.2,77,46,0,9.9,3
2004/10/7,27.4,23.4,20.6,77,46,TRACE,6,1
2004/10/8,29,23,19.8,56,31,0,9.6,4
2004/10/9,30,23.1,19.2,69,39,0,10,3
2004/10/10,29,23.4,20.3,77,49,0,9.7,3
2004/10/11,29,23.6,20.7,81,59,0,5.3,2
2004/10/12,29.3,23.6,20.9,85,48,0,9.1,3
2004/10/13,28.9,23.5,20.5,73,42,0,9.1,3
2004/10/14,26.8,23.9,21.6,80,60,TRACE,7.4,2
2004/10/15,26.7,22.7,20.3,77,52,0,9.4,3
2004/10/16,26.6,23.2,20.3,85,63,0,9.1,3
2004/10/17,26.9,22.9,20,82,62,0,9.1,3
2004/10/18,28.9,22.6,19.2,78,37,0,10.2,4
2004/10/19,28.4,23.3,19.6,58,46,0,10,3
2004/10/20,27.3,22.4,18.9,79,52,0,8.6,3
2004/10/21,26.7,24.2,21.1,81,63,TRACE,4.4,2
2004/10/22,26.4,23.5,20.4,80,56,TRACE,5.7,3
2004/10/23,25.8,22.7,19.5,73,53,0,10,3
2004/10/24,27.4,22.3,19.1,76,42,TRACE,9.4,3
2004/10/25,28.6,23.1,19.4,68,46,0,7.3,3
2004/10/26,27.9,21.9,20.4,93,50,2.3,4.2,3
2004/10/27,25.3,21.3,18.6,76,57,TRACE,7.8,3
2004/10/28,24.8,22.2,19.5,80,64,TRACE,8.9,3
2004/10/29,25.5,22.2,20.1,80,53,0,8.8,3
2004/10/30,26,22.6,19.6,82,63,0,10.2,3
2004/10/31,26.3,22.4,19.5,86,63,0,9.9,3
2004/11/1,27.1,22.6,19.7,87,64,0,5.8,1
2004/11/2,26.1,22.2,19.2,81,60,0,5.7,2
2004/11/3,25.1,22.9,20.2,82,70,0,6.4,2
2004/11/4,24.5,22.1,19,81,60,0,9.7,3
2004/11/5,25,22.3,19.6,85,71,0,6.9,2
2004/11/6,25.4,22.1,19.6,85,65,0,6.9,2
2004/11/7,25.1,22.8,20.2,83,69,TRACE,8.8,3
2004/11/8,25.1,22.7,20.1,82,71,0,6.3,2
2004/11/9,25.3,23.5,20.7,88,81,TRACE,0.9,1
2004/11/10,27,24,21.9,90,80,TRACE,6.7,3
2004/11/11,27.2,24.5,22.1,91,77,TRACE,8.9,3
2004/11/12,27.5,24.2,21.6,90,67,trace,5.7,2
2004/11/13,25.3,23.7,21.7,87,74,TRACE,1.3,2
2004/11/14,27.2,23.5,21.1,88,72,0,5.2,3
2004/11/15,24.5,20.1,21.1,88,62,0,1.6,1
2004/11/16,21.7,18.5,17.2,74,66,0,1.9,2
2004/11/17,23.9,18.9,17.5,72,53,0,6.9,3
2004/11/18,23,18.2,15,61,36,0,10.2,3
2004/11/19,22.7,18.3,14.4,69,39,0,10.1,3
2004/11/20,22.3,18.5,15.2,79,51,0,9.8,2
2004/11/21,22.6,18.9,15.8,81,54,0,9.6,2
2004/11/22,23.9,19.4,16.2,80,56,0,9.8,3
2004/11/23,23.2,20.5,17.4,82,60,TRACE,0,1
2004/11/24,24.6,21.3,18.8,93,69,0.4,0.6,2
2004/11/25,26,21.9,19.3,90,62,0,2.1,2
2004/11/26,23.9,19.2,19.2,86,56,0,7.6,2
2004/11/27,21.1,17.8,16.8,68,59,0,0,1
2004/11/28,22.9,18.4,15.7,79,54,0,9.8,3
2004/11/29,23.8,19.3,16.5,87,53,0,9.5,2
2004/11/30,22.9,19.5,16.5,83,44,0,8.6,3
2004/12/1,23.3,19.9,16.7,79,59,0,9.3,3
2004/12/2,24.4,20.2,17.2,85,60,0,8,3
2004/12/3,25.8,20.6,17.6,85,48,0,0.7,2
2004/12/4,24.6,19.1,17.8,61,45,0,8.6,2
2004/12/5,21.4,17.2,14.1,71,43,TRACE,9.3,2
2004/12/6,20.9,18.1,15.4,76,58,TRACE,7.8,2
2004/12/7,21.5,18,15.5,77,37,0,7.6,2
2004/12/8,20.5,16.1,12.7,69,44,0,9.3,2
2004/12/9,20.8,16.7,13.4,76,45,0,9.3,2
2004/12/10,21.4,17.3,13.7,83,51,0,9.4,2
2004/12/11,21.3,17.9,14.7,85,61,0,9.4,2
2004/12/12,23.3,18,14.3,89,34,0,9.4,2
2004/12/13,21.2,17,13.4,77,41,0,9.5,2
2004/12/14,20.9,17.3,13.9,87,61,TRACE,6.3,2
2004/12/15,23,18.4,15.3,88,56,0,8.9,2
2004/12/16,22.1,18.8,15.7,87,57,0,9.4,2
2004/12/17,21.8,18.4,15.3,88,66,0,8.9,2
2004/12/18,22.5,18.6,15.7,89,71,0,6.2,2
2004/12/19,22.6,19.2,16.4,89,71,0,7.8,2
2004/12/20,22.1,18.7,15.7,91,70,TRACE,8.6,2
2004/12/21,21,19.2,17.2,82,67,0,4.6,2
2004/12/22,21.5,19.4,17.1,91,76,TRACE,5.4,2
2004/12/23,24.1,19.8,16.9,93,65,0,8.7,2
2004/12/24,20.6,18.3,16.4,83,70,TRACE,7.3,2
2004/12/25,20.2,18.1,15.7,81,75,0,2.6,2
2004/12/26,20.9,18.4,17.2,84,70,TRACE,6.9,2
2004/12/27,21.4,16.9,15.4,87,59,0,6.3,2
2004/12/28,17.1,9.9,12.7,77,61,0,0.5,0.6
2004/12/29,14.9,8.9,7.1,79,63,0,3.2,1
2004/12/30,16.8,9.3,11,79,59,0,0.2,1
2004/12/31,11.6,8.2,7.1,64,33,0,6.7,2
2005/1/1,12.1,6.4,4.3,50,35,0,9.5,2
2005/1/2,14.1,10.7,7.1,69,38,0,1.7,1
2005/1/3,18.1,12.1,8.9,73,55,0,1.2,2
2005/1/4,18.2,15.3,13.7,76,53,0,0,0.8
2005/1/5,18,16.2,12.8,83,70,0,1.4,2
2005/1/6,20.4,15.2,12.1,85,46,0,8.8,2
2005/1/7,19.3,16.2,13.7,87,72,0,9.4,2
2005/1/8,19.4,16.8,14,85,60,0,1.1,2
2005/1/9,17.6,14.3,12,85,60,0,7.5,2
2005/1/10,16.7,12.9,10.6,80,63,0,8.8,2
2005/1/11,18.8,15,12.1,83,62,0,9,2
2005/1/12,18.1,14.3,11.6,81,65,0,6.5,2
2005/1/13,16.2,9.9,10.2,97,65,3.5,0,0.5
2005/1/14,14.3,7.4,5.7,73,44,0,8.2,2
2005/1/15,15.3,9.7,6.8,62,36,0,9,2
2005/1/16,15.9,11.2,8,68,45,0,9.3,2
2005/1/17,16.1,13,9.5,81,60,0,7.6,2
2005/1/18,17.7,14.1,10.8,88,69,0,8.2,2
2005/1/19,18.4,15.6,12.8,88,75,0,5.3,2
2005/1/20,16.5,15.2,12.8,87,77,0,0,0.5
2005/1/21,17.2,14.4,12.5,85,68,TRACE,5.1,2
2005/1/22,19.9,15.6,13.3,89,77,TRACE,3.2,1
2005/1/23,21.1,16.1,13.3,95,69,0,9.7,3
2005/1/24,19.7,16.5,14.8,91,66,0,4.5,2
2005/1/25,21.6,18.2,15.2,93,78,0,2.1,2
2005/1/26,20.8,16.9,15.7,96,84,TRACE,1.7,1
2005/1/27,19.6,16.7,15.5,91,81,TRACE,2.6,2
2005/1/28,19.6,18.3,16.1,97,89,0.4,0,0.6
2005/1/29,19.3,17.4,16.2,96,90,TRACE,0.2,1
2005/1/30,18.8,14.8,16.6,98,90,1,0,0.6
2005/1/31,14.9,12.9,12,97,76,1,0,0.9
2005/2/1,14.2,12,10.6,84,65,TRACE,0,0.7
2005/2/2,13.9,12,10.7,87,76,TRACE,0,0.8
2005/2/3,14.6,12.9,12,95,83,0.6,0,0.5
2005/2/4,18.9,14.3,12.8,97,86,TRACE,0.4,2
2005/2/5,19.2,17.9,16.4,98,88,TRACE,0.3,1
2005/2/6,19.4,17.8,16.9,97,88,0.1,0.9,1
2005/2/7,24.5,18.1,16.8,97,63,0.1,8.1,3
2005/2/8,21.2,17.9,16.2,96,89,0.3,1.5,2
2005/2/9,21.2,17.6,16.3,94,77,TRACE,6.2,3
2005/2/10,24.1,16.6,16.5,95,74,TRACE,3.2,2
2005/2/11,17.5,14.8,13.9,82,71,0,2.6,2
2005/2/12,20.3,15.7,13.7,85,68,0,6.4,3
2005/2/13,17.9,15.2,13.9,91,75,TRACE,2.2,2
2005/2/14,18.4,15.4,14.1,92,78,TRACE,0.1,1
2005/2/15,20.8,17.3,16,97,88,0.2,0.3,2
2005/2/16,24.7,20.5,18.8,97,82,TRACE,0.4,1
2005/2/17,24.4,19.5,20.5,94,84,1.1,0,0.8
2005/2/18,19.5,12.8,14.9,97,74,0.9,0,0.4
2005/2/19,14.6,10.6,10.5,71,52,0,0,1
2005/2/20,10.8,9,8.3,75,65,TRACE,0,0.7
2005/2/21,11,9.4,8.5,83,74,TRACE,0,0.3
2005/2/22,13.8,10.6,9,91,82,TRACE,0,0.3
2005/2/23,18,13.6,12.2,95,82,TRACE,1.3,2
2005/2/24,23.1,17.4,15.3,98,84,2.7,0.2,0.9
2005/2/25,20.8,16,17.2,99,91,0.8,0,0.6
2005/2/26,16.5,14,14.6,91,85,TRACE,0,0.4
2005/2/27,14.5,13.1,12.7,95,83,3.7,0,0.8
2005/2/28,15.4,11.7,11.1,98,75,8.7,0.3,2
2005/3/1,14.4,12.5,11.3,97,78,6.7,0,1
2005/3/2,15,12.3,12.3,97,85,12.7,0,0.4
2005/3/3,14.4,10.6,10.2,96,65,3.7,1.4,1
2005/3/4,14.2,10.6,9.2,88,47,1.1,0,0.6
2005/3/5,17.2,11,7.7,75,37,0,10.5,3
2005/3/6,16.6,12,8.5,78,40,0,10.7,4
2005/3/7,19.8,13.3,9.7,82,54,0,10.4,4
2005/3/8,21.4,15.7,12.4,88,62,0,10.6,4
2005/3/9,22,17.1,14.2,90,74,0,8.1,3
2005/3/10,22.9,18.7,15.7,94,76,0,0.5,1
2005/3/11,21.8,20.5,18.1,97,92,0.5,0,0.5
2005/3/12,22,9.8,15.9,97,83,5.5,0,0.2
2005/3/13,11.5,9.5,8.3,82,66,TRACE,0,1
2005/3/14,13.5,11.2,9.6,79,65,TRACE,0,0.8
2005/3/15,16.6,12.6,11.4,92,82,0.1,0.8,2
2005/3/16,20.4,16.5,15,94,82,TRACE,1.1,2
2005/3/17,25.7,19.1,16.7,97,70,TRACE,6.2,3
2005/3/18,22,16.6,16.8,89,72,0,0.7,2
2005/3/19,19.1,15.1,16.8,89,72,0,0.7,2
2005/3/20,21.8,15.6,13.3,83,57,0,7.7,4
2005/3/21,19.9,17.6,16.8,88,77,0.9,1,3
2005/3/22,22,19,17,96,87,4.7,1,2
2005/3/23,24.8,17.6,17.9,94,53,8,4,3
2005/3/24,21.1,16.4,14.6,76,54,TRACE,5,3
2005/3/25,18.3,16.4,14,76,63,0,1.7,2
2005/3/26,18.6,15.9,14.3,90,75,0.9,0.5,2
2005/3/27,22.3,17.4,15.7,97,83,3.4,0.7,2
2005/3/28,26.1,20.3,18.7,98,80,TRACE,4,3
2005/3/29,25.7,19.8,19.6,94,78,TRACE,0.6,2
2005/3/30,20,16,16.1,96,90,3.6,0,0.7
2005/3/31,18.1,16,15,94,87,0.8,0,0.5
2005/4/1,18.4,17.1,16.1,95,88,TRACE,0,0.5
2005/4/2,23.1,18,16.8,97,65,0.2,4.8,2
2005/4/3,25.1,19.1,16.8,85,58,0,6.5,3
2005/4/4,22.6,19.1,16.5,81,59,0,7,3
2005/4/5,21.6,18.9,16.6,86,60,0,0.4,2
2005/4/6,24.8,19.6,17.4,92,74,0,3.3,3
2005/4/7,26.9,20.9,18.4,94,71,0,7.6,4
2005/4/8,28.4,22.9,20.1,97,70,0.4,4,3
2005/4/9,28.2,24.2,22.1,92,72,0,2.5,3
2005/4/10,27.4,24.5,22.6,94,79,0,1.6,2
2005/4/11,28.4,24.3,22.6,91,71,TRACE,3.7,3
2005/4/12,24.6,17.3,20.9,97,81,4.1,1.3,0.8
2005/4/13,17.3,14.6,13.1,97,84,15.7,0,0.7
2005/4/14,22.9,17,14.7,90,59,0.3,3.2,3
2005/4/15,22.8,19.5,17.5,87,66,0.3,1.2,2
2005/4/16,22.1,19.8,18.7,94,81,1.4,0,1
2005/4/17,23.1,20,17.9,89,72,TRACE,3.1,3
2005/4/18,26.3,21,18.8,91,68,0,11.1,5
2005/4/19,27.5,21.9,19.1,90,64,0,10.4,4
2005/4/20,29.2,22.6,20,89,61,0,7.8,3
2005/4/21,26.3,22.9,20.9,91,75,0,2,2
2005/4/22,28.8,22.9,20.1,92,62,0,9,4
2005/4/23,28.7,24,21.1,92,68,0,5.3,2
2005/4/24,27.2,23.8,21.3,94,80,0,1.6,2
2005/4/25,25.5,23.7,21.8,96,86,3.5,0.4,1
2005/4/26,25.1,22.7,20.6,93,84,TRACE,0.9,2
2005/4/27,22.9,21.2,20,95,87,3.1,0,1
2005/4/28,28.2,22.2,19.6,95,75,0.2,2.2,2
2005/4/29,28.8,25.9,21.8,89,77,2.4,3,3
2005/4/30,29.2,26.3,24.1,90,77,0.7,0.4,2
2005/5/1,28.5,27,24.7,85,80,TRACE,0,2
2005/5/2,29.6,27.1,24.9,84,75,TRACE,1.3,2
2005/5/3,30.6,26.7,24.1,87,70,0,4.9,3
2005/5/4,29.7,26.4,24.1,84,74,Trace,1.5,3
2005/5/5,29.9,27,24.6,84,70,0,3.1,3
2005/5/6,28.2,22,20.3,96,63,22.6,4.4,3
2005/5/7,27.4,24.4,21.4,89,67,TRACE,2.5,4
2005/5/8,26.2,24.2,23.2,97,86,37.1,0.1,0.9
2005/5/9,27.4,22.2,23.1,99,81,67.5,0,0.8
2005/5/10,26,23.2,21.7,98,90,87.9,1.6,2
2005/5/11,24.7,23.2,22.2,95,91,0.2,0.1,3
2005/5/12,29.8,24.5,23.3,97,79,TRACE,2.2,3
2005/5/13,30.1,27.9,25.4,86,77,0,2,3
2005/5/14,30.5,28.2,25.6,83,75,Trace,2.8,3
2005/5/15,30.5,28.3,25.6,84,77,5.5,3.7,3
2005/5/16,30.7,26.1,24.7,96,75,9.6,3.3,3
2005/5/17,30.6,27.3,25,91,72,6.5,4.4,4
2005/5/18,32.2,24.1,25.7,96,69,47.2,4,4
2005/5/19,27.9,24.5,22.3,96,89,16.4,0.9,2
2005/5/20,27.5,25.5,24.2,97,87,38.1,0.9,3
2005/5/21,28.7,25.7,24.1,96,80,0.4,5.6,5
2005/5/22,32.6,26.9,24.6,87,62,TRACE,10.4,6
2005/5/23,30.1,24.8,23.5,96,73,8.5,4.5,4
2005/5/24,28.7,24.3,22.9,96,75,44.7,3.3,2
2005/5/25,27.4,26.4,24.5,92,84,TRACE,2.1,2
2005/5/26,26.5,23.5,23.8,98,87,30.5,0.5,1
2005/5/27,28.7,23.6,21.8,97,79,85.6,0.7,2
2005/5/28,28.5,24.5,22.5,96,82,0.3,2.7,3
2005/5/29,26.7,25,23.4,88,77,TRACE,1.6,2
2005/5/30,28.8,24.8,22.4,84,67,TRACE,9.2,6
2005/5/31,29.3,24.8,23.4,92,74,TRACE,3.5,3
2005/6/1,31,26,24.4,91,71,TRACE,4.4,4
2005/6/2,30.8,28,26.2,86,77,3.2,3,3
2005/6/3,33.4,26,26.4,95,63,1.7,6.6,5
2005/6/4,29.4,25.8,24.6,98,85,32.5,3,2
2005/6/5,26.6,23.2,22.3,97,64,7,0.2,3
2005/6/6,26.1,25,21.7,88,74,TRACE,0.6,1
2005/6/7,25.8,23.6,22.5,92,79,1.4,0.1,2
2005/6/8,28.2,25.1,23.4,89,70,TRACE,4.9,4
2005/6/9,27.9,25,23.2,96,76,5.3,2,3
2005/6/10,31.4,25.3,23.9,97,64,0.9,7.9,5
2005/6/11,32.7,27.8,25.6,89,64,0,10.2,6
2005/6/12,30.9,26.9,26.5,91,68,4.8,3.3,3
2005/6/13,28.7,26.4,24.6,93,81,8.1,0.1,2
2005/6/14,31.2,26,25.7,92,75,19.2,1.4,3
2005/6/15,29.3,25.1,24.2,99,84,168.5,0.2,1
2005/6/16,27.5,25.4,24.1,96,87,26.1,0,1
2005/6/17,29.4,24.4,23.2,97,81,35.1,0.4,2
2005/6/18,30.9,27.6,25.4,88,74,3.3,3,3
2005/6/19,30.9,28.3,25.7,86,74,TRACE,3,5
2005/6/20,30.5,28.3,25.9,85,78,1,0.3,2
2005/6/21,29.6,25.1,25.7,96,78,106.3,0,0.6
2005/6/22,29.3,24.7,26.1,95,80,32.7,0,0.8
2005/6/23,28.5,24.8,24.8,97,84,106.6,0,0.5
2005/6/24,28.7,24.2,23.5,98,87,232.6,1.2,1
2005/6/25,30.9,26.5,25.1,94,76,3.9,4.6,4
2005/6/26,30.7,26,24.6,96,76,11.5,2.9,3
2005/6/27,31.4,28,25.8,87,73,3.4,5.9,5
2005/6/28,31.6,28,25.8,87,75,TRACE,8.6,5
2005/6/29,30.3,25.6,25.4,97,79,31.8,4.3,4
2005/6/30,28.1,25,24.4,97,82,47,0.4,2
2005/7/1,29.8,24.7,23.3,97,76,18.4,1.4,4
2005/7/2,31,26.7,24.5,95,78,0,9,5
2005/7/3,32.1,27.4,25.3,92,68,0,11.4,7
2005/7/4,33.2,28,26,87,62,0,9.3,6
2005/7/5,33.3,28,25.6,87,63,0,11.4,6
2005/7/6,33,27.6,25.5,87,54,0,10.8,5
2005/7/7,29.4,26,24.9,95,75,38.1,1.6,3
2005/7/8,31,26.9,24.7,84,71,TRACE,3.7,4
2005/7/9,29.1,24.9,25.5,93,80,33.5,2.6,3
2005/7/10,31.8,26.4,24.9,93,70,4.3,8.2,6
2005/7/11,32.5,27.8,25.9,86,57,0,12.1,6
2005/7/12,32.5,28,26,86,62,0,10.3,5
2005/7/13,32.5,28,25.9,84,64,0.2,10.5,6
2005/7/14,32.6,28.3,26,84,58,0,11.6,6
2005/7/15,33.3,28.2,26.2,87,62,0,7.7,4
2005/7/16,33,28.6,26.4,86,61,TRACE,11.6,6
2005/7/17,33.1,28.2,26,82,54,0,10.6,5
2005/7/18,34.4,29,26.4,81,59,0,9.6,4
2005/7/19,35.4,26.9,25.1,91,47,28.5,10.1,4
2005/7/20,34.4,24.6,25.1,91,47,28.5,10.1,4
2005/7/21,32.9,24.8,22.7,95,69,4.4,7.5,4
2005/7/22,29,24.8,23.4,98,75,79.7,2.4,1
2005/7/23,30.2,26.1,24.5,93,72,0,8.5,5
2005/7/24,31.4,26.7,25.1,91,72,0,11.8,6
2005/7/25,32.7,27,25.5,90,57,0,11.3,5
2005/7/26,32.5,26.9,25.2,89,60,0,10.5,4
2005/7/27,31.8,27.6,25.5,85,66,0,10,6
2005/7/28,31.8,28,25.7,92,73,0.7,8.1,5
2005/7/29,28.7,25.5,25.6,97,82,35.4,1.3,2
2005/7/30,28.8,26,24.2,97,87,47.3,0.4,2
2005/7/31,28.3,26,24.9,97,88,49.5,0,1
2005/8/1,30.3,25.8,24.6,97,80,15.9,7.8,5
2005/8/2,31.8,27.2,25.4,89,62,0,10.8,6
2005/8/3,32.3,27.4,25.3,90,63,0,11.3,7
2005/8/4,32.6,28.1,25.8,87,68,0,10,6
2005/8/5,32.5,28.1,26.1,86,62,0,8.7,5
2005/8/6,33.5,28.4,26.3,88,60,TRACE,7.2,4
2005/8/7,32.9,29,26.5,84,69,TRACE,9.7,5
2005/8/8,32.3,28.6,26.6,89,73,TRACE,9.9,6
2005/8/9,30.7,26.1,24.6,97,76,48.5,4.2,5
2005/8/10,29.3,26.4,25.2,96,84,26.4,4.2,4
2005/8/11,30.6,25.9,24.7,96,77,12.6,7,6
2005/8/12,32.6,27.1,24.7,89,64,9.4,8.5,3
2005/8/13,29.5,23.9,24.5,96,82,83.9,0.1,1
2005/8/14,30.9,24.6,22.4,94,75,2.5,4,5
2005/8/15,29.1,26.1,25.9,95,81,14.9,0.6,2
2005/8/16,27.6,25.4,24.5,97,84,49,1.5,3
2005/8/17,26.6,24.8,24,98,93,51.6,3.6,3
2005/8/18,28.1,25,24.1,96,85,39.7,0.5,2
2005/8/19,26.9,24.5,23.3,96,87,242.9,0.2,1
2005/8/20,26.5,23.9,22.4,96,90,303.3,0,0.3
2005/8/21,27.8,25.9,23.4,93,87,17.8,0,0.8
2005/8/22,30.5,27,24.9,92,73,0,5.4,4
2005/8/23,31.6,27.1,24.5,90,67,TRACE,10.5,6
2005/8/24,30.1,25.9,24.7,94,70,16.6,4.3,2
2005/8/25,29.6,26.3,24.4,90,69,0,2.6,3
2005/8/26,28.4,26.4,24.1,96,80,2.8,3.5,2
2005/8/27,28,26.4,24.6,94,86,0.3,1.2,3
2005/8/28,29.8,26.8,25,93,77,2.5,6.1,5
2005/8/29,30.2,26.4,25,95,79,9.1,8.1,5
2005/8/30,30.9,25.4,24.1,96,72,21.3,8.5,6
2005/8/31,32.3,26.8,24.4,90,59,0.3,10.2,4
2005/9/1,32.1,28.2,25,87,55,0,9.8,3
2005/9/2,31.7,27.8,24.7,85,55,0,6.4,3
2005/9/3,29.9,25.5,24.3,95,79,11.7,2,3
2005/9/4,27.4,25.2,24.8,97,87,54.3,0.2,1
2005/9/5,30.7,26.3,24.7,90,64,0,11.3,6
2005/9/6,30.5,26.7,24.2,94,68,11.5,4.3,2
2005/9/7,31.4,26.4,24.4,96,63,20.4,7.4,3
2005/9/8,30.3,26.4,24.5,97,76,0.7,6.6,4
2005/9/9,30.5,27,25.4,86,72,0,7.7,4
2005/9/10,30.5,26.8,25.1,86,64,TRACE,8,3
2005/9/11,31.3,26.4,24.3,84,64,TRACE,5.2,2
2005/9/12,31,27.5,25.5,87,66,TRACE,7.3,4
2005/9/13,30.6,26.9,25.5,96,80,13.2,5.3,4
2005/9/14,31.9,28,26.3,88,65,TRACE,8.7,5
2005/9/15,31.6,27.3,26,94,66,1.7,7.6,5
2005/9/16,31.8,28.3,26,87,64,TRACE,10.3,5
2005/9/17,30.9,25.4,25.6,96,68,23,3.1,3
2005/9/18,29.6,26.1,25.2,94,81,3.8,2.4,3
2005/9/19,30.9,27.8,26,89,74,TRACE,10.1,6
2005/9/20,30.8,26,25.4,94,64,2.7,5.7,3
2005/9/21,31.7,27.6,25.6,89,63,0,9.3,3
2005/9/22,34.3,28.9,26,87,53,0,8.9,3
2005/9/23,31.7,27,25.1,82,59,TRACE,5.7,4
2005/9/24,27.8,24.2,24,93,69,10.6,1.3,2
2005/9/25,27.4,23.5,23.1,95,76,130.2,0.8,2
2005/9/26,26.8,24.8,24,95,89,37.2,0.3,1
2005/9/27,26.9,25.2,24.6,97,90,30.6,0.3,1
2005/9/28,29,25.5,24.6,95,74,1,8.9,5
2005/9/29,29.4,26.3,24.2,87,70,0,8,4
2005/9/30,30.1,26.1,24.2,90,70,0,7.5,3
2005/10/1,30.8,26.8,24.4,86,71,0,9,3
2005/10/2,32.4,24.9,23.7,94,65,3.6,7.9,3
2005/10/3,32.3,27.5,24.7,73,59,0,6.6,3
2005/10/4,30.6,25.6,23.3,80,57,0,6.4,3
2005/10/5,30.5,26,23.9,81,64,0.1,4.2,3
2005/10/6,30.3,26.1,24.1,84,67,0.1,8.1,5
2005/10/7,29.9,26.5,25.1,93,64,2.1,4.7,3
2005/10/8,29.7,25.4,23.1,69,59,0,6.7,4
2005/10/9,28.5,24.6,22,87,61,TRACE,6.3,3
2005/10/10,28.9,25.1,22.8,80,67,TRACE,10.2,4
2005/10/11,29.1,26,23.7,82,62,0.6,7.8,4
2005/10/12,28,26,23.7,79,72,TRACE,5.1,2
2005/10/13,29.6,25.4,23.3,87,65,0.1,8,3
2005/10/14,29.8,25.7,23.5,85,69,0,10.1,3
2005/10/15,29,25.6,23.6,86,66,0,4.5,2
2005/10/16,28.3,24.3,22,82,64,0,5.9,2
2005/10/17,27.9,25.4,23.2,84,75,TRACE,2.1,2
2005/10/18,27.7,25.2,23.1,81,57,TRACE,8.5,3
2005/10/19,27.7,24,21.3,74,55,TRACE,10,4
2005/10/20,27.8,23.5,20.8,78,57,0,10.3,3
2005/10/21,28.9,24.1,21.5,79,49,0,10.3,3
2005/10/22,27.7,23.2,20.4,77,52,TRACE,9.8,3
2005/10/23,25.3,21.3,19.3,71,55,0,8.5,3
2005/10/24,25.6,20.6,18.1,77,57,0,10,3
2005/10/25,26.2,23.2,20.2,79,63,0,5.5,3
2005/10/26,26.8,23.1,20.8,83,63,0,9.1,3
2005/10/27,27.3,24.1,21.6,82,63,0,9.4,4
2005/10/28,27.8,24.2,22,86,70,0,9.9,4
2005/10/29,26.1,22.6,22.1,81,62,0,1.9,2
2005/10/30,24.9,20.8,19.3,73,60,0,4.7,3
2005/10/31,23.2,20.5,18.3,70,54,TRACE,0.2,2
2005/11/1,23.8,22,19.2,78,55,TRACE,0.1,1
2005/11/2,26.6,23.3,20.9,84,62,0,3.5,3
2005/11/3,27,23.7,21.1,84,62,0,10.2,4
2005/11/4,26.9,23.6,21,89,73,0,9.9,4
2005/11/5,27.6,23.8,21.5,91,74,0,9.9,4
2005/11/6,28.3,24.4,22.1,91,69,0,8.1,3
2005/11/7,28.5,24.9,22.7,94,76,0,2.1,1
2005/11/8,27.1,24.9,22.9,91,80,0,6.1,3
2005/11/9,27.2,24.7,22.5,92,77,TRACE,7.3,3
2005/11/10,28.4,24.1,21.8,94,70,0,7.7,3
2005/11/11,27.9,24.2,21.6,93,75,0,8.2,3
2005/11/12,28.4,24.4,21.8,86,67,0,6.7,3
2005/11/13,26.2,24.7,22.4,87,75,0,0.6,2
2005/11/14,26.6,24.5,23,89,77,TRACE,3.2,2
2005/11/15,24.5,20.3,21.2,95,71,1.6,0.4,0.8
2005/11/16,23.3,19.2,17.8,76,63,0,7,3
2005/11/17,23.5,19.1,16.8,81,64,TRACE,8.5,3
2005/11/18,23.2,19.1,16.8,78,61,0,8.4,3
2005/11/19,21.4,17.1,15.8,80,60,0,9.9,3
2005/11/20,20.6,15.4,13.5,76,58,0,9.7,3
2005/11/21,20.6,16.5,14.1,74,52,0,9.9,3
2005/11/22,21.8,16.2,13.5,70,55,0,9.8,3
2005/11/23,23.6,18.3,15.3,77,53,0,9.6,3
2005/11/24,22.9,18.9,16.2,80,61,0,8.7,2
2005/11/25,22.7,19.9,17,85,69,0,8.4,2
2005/11/26,24.8,19.7,17.1,89,61,0,9.3,2
2005/11/27,24,20.1,17.2,91,55,0,9.4,3
2005/11/28,26.1,21.5,19,89,68,0,5.2,2
2005/11/29,25.1,21.9,19.1,87,60,TRACE,8.9,2
2005/11/30,22.5,20.5,18.9,84,74,TRACE,3.3,2
2005/12/1,22.7,19.6,17.1,87,68,0,9.1,2
2005/12/2,24,20,17.5,91,66,0,9.5,3
2005/12/3,24,20.9,18.6,82,65,0,5.4,3
2005/12/4,22.3,17.2,15.8,77,55,0,9.7,3
2005/12/5,17.6,12.8,14.9,63,47,0,0,1
2005/12/6,13.6,11.1,10.6,59,48,TRACE,0.2,1
2005/12/7,16.5,11.7,10.6,62,49,0,1.7,1
2005/12/8,19.6,15.5,13.8,79,50,0,6.4,2
2005/12/9,21.3,17.2,14.6,87,65,0,7,3
2005/12/10,22.5,19,16.8,87,66,0,0.9,2
2005/12/11,21.9,17.2,16.8,88,58,0,7.9,2
2005/12/12,17.7,14.7,13.7,74,56,0,0.3,2
2005/12/13,17.4,13.5,12.8,68,59,TRACE,0.9,2
2005/12/14,16.9,13.8,12.8,62,37,0,0,1
2005/12/15,17,12,10.8,46,30,0,7.4,2
2005/12/16,17.5,12.3,9.8,67,34,0,7.3,2
2005/12/17,18.3,13.4,10.6,74,26,0,9.6,2
2005/12/18,15.6,11.2,8.7,69,35,0,9.5,2
2005/12/19,16.7,11.4,8.8,84,46,0,9.6,2
2005/12/20,19.1,13.9,10.9,84,51,0,9.3,2
2005/12/21,16.9,12.5,11.1,60,23,0,9.4,2
2005/12/22,14.8,10.4,7.9,46,22,0,9.5,3
2005/12/23,17,11.7,8.3,74,37,0,9.5,2
